#{"t_start": 1781856978.2918658, "env_id": "CartPole-v1"}
r,l,t
16.0,16,54.723261
19.0,19,54.767334
18.0,18,54.806715
29.0,29,54.882451
16.0,16,54.926351
13.0,13,54.969183
20.0,20,55.005241
20.0,20,55.036319
33.0,33,55.096618
18.0,18,55.126659
15.0,15,55.148977
41.0,41,55.218972
13.0,13,55.23597
25.0,25,55.294069
53.0,53,55.376951
29.0,29,55.431416
30.0,30,55.484457
18.0,18,55.537377
23.0,23,55.594789
35.0,35,55.68154
39.0,39,55.760207
15.0,15,55.797055
78.0,78,55.958722
37.0,37,56.012356
23.0,23,56.05325
37.0,37,56.136854
24.0,24,56.171942
12.0,12,56.199866
12.0,12,56.217404
19.0,19,56.259995
17.0,17,56.302452
14.0,14,56.332255
20.0,20,56.38033
16.0,16,56.430573
16.0,16,56.460932
32.0,32,56.522299
39.0,39,56.590904
13.0,13,56.622655
73.0,73,56.745223
9.0,9,56.756766
23.0,23,56.791809
27.0,27,56.84791
16.0,16,56.872462
45.0,45,56.968861
20.0,20,57.009504
58.0,58,57.126689
20.0,20,57.162234
62.0,62,57.306212
50.0,50,57.425886
80.0,80,57.582911
41.0,41,57.662284
14.0,14,57.683832
21.0,21,57.724067
13.0,13,57.764068
19.0,19,57.799121
39.0,39,57.882043
9.0,9,57.895592
22.0,22,57.964718
44.0,44,58.050717
45.0,45,58.153784
31.0,31,58.223919
33.0,33,58.281165
16.0,16,58.305304
14.0,14,58.337826
10.0,10,58.356369
19.0,19,58.39845
41.0,41,58.510033
16.0,16,58.5484
31.0,31,58.598651
21.0,21,58.643441
31.0,31,58.6985
18.0,18,58.725943
30.0,30,58.81346
24.0,24,58.876482
13.0,13,58.913299
32.0,32,59.002587
52.0,52,59.131977
24.0,24,59.213099
27.0,27,59.294948
32.0,32,59.376587
31.0,31,59.451187
13.0,13,59.498812
19.0,19,59.534639
22.0,22,59.59777
30.0,30,59.678265
27.0,27,59.761896
16.0,16,59.790437
21.0,21,59.824535
22.0,22,59.875185
49.0,49,59.975925
11.0,11,60.002697
11.0,11,60.035024
17.0,17,60.065887
16.0,16,60.119222
54.0,54,60.216933
17.0,17,60.25879
24.0,24,60.318899
14.0,14,60.345406
38.0,38,60.405844
33.0,33,60.476791
23.0,23,60.552168
14.0,14,60.594784
34.0,34,60.68759
11.0,11,60.703802
18.0,18,60.740889
24.0,24,60.792998
18.0,18,60.817145
35.0,35,60.872588
13.0,13,60.90155
18.0,18,60.939639
15.0,15,60.973366
14.0,14,61.013427
13.0,13,61.047079
38.0,38,61.156722
17.0,17,61.187439
53.0,53,61.315632
40.0,40,61.39963
51.0,51,61.518353
12.0,12,61.551208
21.0,21,61.611228
31.0,31,61.669175
15.0,15,61.715735
31.0,31,61.770389
36.0,36,61.858162
29.0,29,61.898514
36.0,36,61.985482
10.0,10,61.998465
19.0,19,62.030516
32.0,32,62.105616
9.0,9,62.134893
10.0,10,62.161938
24.0,24,62.225909
49.0,49,62.321664
32.0,32,62.39773
24.0,24,62.453723
19.0,19,62.487724
49.0,49,62.584721
31.0,31,62.646717
18.0,18,62.690719
17.0,17,62.725724
39.0,39,62.80072
31.0,31,62.863717
17.0,17,62.90372
31.0,31,62.962729
82.0,82,63.164719
11.0,11,63.184716
16.0,16,63.218723
22.0,22,63.26272
49.0,49,63.367719
36.0,36,63.432721
21.0,21,63.477721
26.0,26,63.528721
37.0,37,63.612719
23.0,23,63.667721
19.0,19,63.714721
19.0,19,63.743721
20.0,20,63.777721
23.0,23,63.834723
49.0,49,63.931721
20.0,20,63.967721
30.0,30,64.030715
20.0,20,64.070721
41.0,41,64.153721
33.0,33,64.207721
59.0,59,64.325721
22.0,22,64.381716
15.0,15,64.404721
14.0,14,64.43172
24.0,24,64.486715
65.0,65,64.612722
10.0,10,64.633719
13.0,13,64.654721
38.0,38,64.729721
18.0,18,64.770731
28.0,28,64.821727
30.0,30,64.873731
41.0,41,64.955717
20.0,20,64.997714
20.0,20,65.046721
13.0,13,65.06772
15.0,15,65.095719
33.0,33,65.17472
20.0,20,65.206729
33.0,33,65.270721
23.0,23,65.312719
18.0,18,65.349722
16.0,16,65.39272
28.0,28,65.44572
15.0,15,65.485714
53.0,53,65.590715
9.0,9,65.607715
31.0,31,65.659731
30.0,30,65.72172
20.0,20,65.762721
63.0,63,65.883721
28.0,28,65.945717
57.0,57,66.078723
70.0,70,66.22172
39.0,39,66.300714
104.0,104,66.489716
44.0,44,66.575721
51.0,51,66.694722
94.0,94,66.887468
47.0,47,67.014388
16.0,16,67.048792
72.0,72,67.207328
37.0,37,67.274395
49.0,49,67.422223
17.0,17,67.450129
13.0,13,67.475271
81.0,81,67.668222
63.0,63,67.786773
31.0,31,67.844849
83.0,83,68.011606
26.0,26,68.05467
64.0,64,68.193079
12.0,12,68.230948
167.0,167,68.595673
24.0,24,68.6333
61.0,61,68.767214
80.0,80,68.957785
35.0,35,69.038087
52.0,52,69.143262
35.0,35,69.208455
15.0,15,69.238511
75.0,75,69.443532
23.0,23,69.512743
26.0,26,69.552328
18.0,18,69.596157
99.0,99,69.784542
45.0,45,69.876714
27.0,27,69.938933
100.0,100,70.130999
23.0,23,70.187552
13.0,13,70.208992
64.0,64,70.344237
41.0,41,70.430418
13.0,13,70.456908
80.0,80,70.63024
57.0,57,70.752914
15.0,15,70.790733
38.0,38,70.872031
23.0,23,70.90212
30.0,30,70.975229
32.0,32,71.030611
15.0,15,71.083401
39.0,39,71.1436
22.0,22,71.192406
13.0,13,71.207703
51.0,51,71.299583
19.0,19,71.333648
49.0,49,71.425926
58.0,58,71.582663
11.0,11,71.612735
46.0,46,71.708211
22.0,22,71.747946
30.0,30,71.796854
51.0,51,71.897631
11.0,11,71.92817
29.0,29,71.993875
33.0,33,72.046518
46.0,46,72.146457
47.0,47,72.265023
18.0,18,72.31115
17.0,17,72.346481
49.0,49,72.461378
35.0,35,72.526932
37.0,37,72.606022
31.0,31,72.675359
19.0,19,72.726923
49.0,49,72.818496
13.0,13,72.83974
22.0,22,72.896571
17.0,17,72.939836
31.0,31,73.018538
22.0,22,73.060249
36.0,36,73.153345
31.0,31,73.22124
70.0,70,73.365628
86.0,86,73.520113
13.0,13,73.547498
37.0,37,73.642524
72.0,72,73.768778
59.0,59,73.917262
105.0,105,74.129323
23.0,23,74.20033
45.0,45,74.281018
22.0,22,74.321696
97.0,97,74.525087
20.0,20,74.565932
107.0,107,74.828615
61.0,61,74.940158
28.0,28,74.986145
107.0,107,75.20517
38.0,38,75.279347
47.0,47,75.364526
34.0,34,75.433154
59.0,59,75.542055
27.0,27,75.615188
39.0,39,75.728894
16.0,16,75.757082
42.0,42,75.856315
15.0,15,75.880828
61.0,61,76.001812
29.0,29,76.066082
14.0,14,76.095877
101.0,101,76.309181
102.0,102,76.494406
66.0,66,76.629407
24.0,24,76.682398
19.0,19,76.718398
28.0,28,76.7784
12.0,12,76.799405
85.0,85,76.983397
12.0,12,77.009401
64.0,64,77.140397
54.0,54,77.262401
46.0,46,77.361398
24.0,24,77.415394
29.0,29,77.463642
34.0,34,77.539199
40.0,40,77.630195
20.0,20,77.676199
38.0,38,77.741199
28.0,28,77.8122
31.0,31,77.896193
42.0,42,77.967196
22.0,22,78.007194
65.0,65,78.135199
21.0,21,78.181205
15.0,15,78.202208
69.0,69,78.346192
24.0,24,78.384201
31.0,31,78.473199
41.0,41,78.557193
30.0,30,78.616192
60.0,60,78.728207
30.0,30,78.787198
26.0,26,78.853206
49.0,49,78.965199
17.0,17,78.996198
32.0,32,79.069197
14.0,14,79.092195
57.0,57,79.210277
22.0,22,79.274284
36.0,36,79.367283
91.0,91,79.538273
81.0,81,79.748277
42.0,42,79.847271
42.0,42,79.919277
14.0,14,79.943276
18.0,18,79.971277
16.0,16,79.993277
41.0,41,80.069277
11.0,11,80.085276
64.0,64,80.224276
25.0,25,80.275285
26.0,26,80.348276
85.0,85,80.521271
82.0,82,80.703273
31.0,31,80.795275
45.0,45,80.894277
67.0,67,81.01727
30.0,30,81.06527
38.0,38,81.131277
62.0,62,81.284278
73.0,73,81.437277
19.0,19,81.475271
15.0,15,81.500271
46.0,46,81.590276
50.0,50,81.696278
32.0,32,81.775814
49.0,49,81.880817
20.0,20,81.925812
76.0,76,82.111813
44.0,44,82.205814
58.0,58,82.329809
29.0,29,82.373806
73.0,73,82.551823
24.0,24,82.605814
25.0,25,82.656806
53.0,53,82.765814
50.0,50,82.89771
48.0,48,82.978465
65.0,65,83.119782
45.0,45,83.258271
35.0,35,83.318573
65.0,65,83.449937
13.0,13,83.486785
51.0,51,83.595911
11.0,11,83.616412
16.0,16,83.646463
13.0,13,83.668995
76.0,76,83.838863
18.0,18,83.886628
22.0,22,83.944041
51.0,51,84.04569
46.0,46,84.119283
62.0,62,84.254255
69.0,69,84.396666
30.0,30,84.450101
31.0,31,84.538301
45.0,45,84.633111
46.0,46,84.735447
73.0,73,84.872641
12.0,12,84.899706
40.0,40,84.979768
11.0,11,84.996317
87.0,87,85.166563
33.0,33,85.275006
16.0,16,85.311529
96.0,96,85.515038
36.0,36,85.587561
44.0,44,85.673561
20.0,20,85.731561
11.0,11,85.75256
55.0,55,85.86056
29.0,29,85.92856
35.0,35,85.99356
67.0,67,86.112555
29.0,29,86.177556
40.0,40,86.268559
52.0,52,86.368561
20.0,20,86.402569
34.0,34,86.45656
38.0,38,86.534559
69.0,69,86.652561
77.0,77,86.832556
63.0,63,86.96556
52.0,52,87.075561
56.0,56,87.182561
26.0,26,87.229569
112.0,112,87.447569
20.0,20,87.49956
82.0,82,87.716561
57.0,57,87.82056
17.0,17,87.850568
10.0,10,87.874556
13.0,13,87.90056
47.0,47,88.015561
19.0,19,88.054557
76.0,76,88.202554
22.0,22,88.25556
39.0,39,88.329561
51.0,51,88.484554
126.0,126,88.74156
14.0,14,88.76956
60.0,60,88.88956
40.0,40,88.96856
15.0,15,88.99656
46.0,46,89.094555
23.0,23,89.129559
32.0,32,89.187626
67.0,67,89.317626
53.0,53,89.435628
61.0,61,89.542619
92.0,92,89.702626
88.0,88,89.888627
41.0,41,89.982627
27.0,27,90.045636
69.0,69,90.164627
73.0,73,90.316623
64.0,64,90.440626
45.0,45,90.534623
85.0,85,90.67262
124.0,124,90.918625
31.0,31,90.977625
35.0,35,91.053626
12.0,12,91.075626
52.0,52,91.181636
110.0,110,91.399626
40.0,40,91.491622
20.0,20,91.527635
24.0,24,91.583624
14.0,14,91.617625
73.0,73,91.76534
90.0,90,91.949685
92.0,92,92.138386
48.0,48,92.236386
97.0,97,92.441409
66.0,66,92.567393
30.0,30,92.634386
64.0,64,92.772385
38.0,38,92.854382
14.0,14,92.87338
98.0,98,93.096379
89.0,89,93.277498
33.0,33,93.3385
49.0,49,93.452494
83.0,83,93.62651
64.0,64,93.725492
63.0,63,93.850501
121.0,121,94.100495
99.0,99,94.3015
13.0,13,94.3255
117.0,117,94.547501
77.0,77,94.6865
82.0,82,94.874501
21.0,21,94.9145
83.0,83,95.078501
104.0,104,95.231499
28.0,28,95.261495
103.0,103,95.366494
42.0,42,95.424499
25.0,25,95.445496
78.0,78,95.526495
95.0,95,95.593491
49.0,49,95.633491
51.0,51,95.674495
81.0,81,95.749495
19.0,19,95.764494
16.0,16,95.775495
28.0,28,95.795491
70.0,70,95.868494
18.0,18,95.888493
39.0,39,95.951495
116.0,116,96.065495
20.0,20,96.084491
87.0,87,96.172495
43.0,43,96.211499
12.0,12,96.223499
102.0,102,96.321494
31.0,31,96.347493
110.0,110,96.438494
74.0,74,96.496494
41.0,41,96.549495
111.0,111,96.664494
86.0,86,96.735495
64.0,64,96.781499
68.0,68,96.842499
103.0,103,96.926491
14.0,14,96.944492
16.0,16,96.960494
14.0,14,96.977492
40.0,40,97.012492
116.0,116,97.125494
64.0,64,97.181492
126.0,126,97.310495
44.0,44,97.351494
114.0,114,97.458494
62.0,62,97.512494
127.0,127,97.618491
13.0,13,97.627492
42.0,42,97.660496
67.0,67,97.718494
20.0,20,97.735491
73.0,73,97.791493
30.0,30,97.814493
96.0,96,97.913495
62.0,62,97.987494
96.0,96,98.088495
116.0,116,98.195494
122.0,122,98.398496
79.0,79,98.5455
130.0,130,98.810498
65.0,65,98.978496
113.0,113,99.18757
78.0,78,99.335573
13.0,13,99.358573
28.0,28,99.421567
51.0,51,99.527566
23.0,23,99.570573
64.0,64,99.697573
75.0,75,99.864572
108.0,108,100.099567
96.0,96,100.291582
16.0,16,100.331583
118.0,118,100.556572
15.0,15,100.580572
68.0,68,100.725582
59.0,59,100.838574
56.0,56,100.945583
76.0,76,101.091571
99.0,99,101.278565
52.0,52,101.371566
31.0,31,101.425566
12.0,12,101.447565
51.0,51,101.555582
18.0,18,101.590583
89.0,89,101.765568
18.0,18,101.809572
68.0,68,101.950571
41.0,41,102.032573
93.0,93,102.218576
89.0,89,102.396571
78.0,78,102.578571
13.0,13,102.609576
97.0,97,102.794576
38.0,38,102.878566
30.0,30,102.931574
115.0,115,103.194582
61.0,61,103.367581
97.0,97,103.545577
98.0,98,103.810229
58.0,58,103.934509
103.0,103,104.175829
54.0,54,104.281552
114.0,114,104.609097
102.0,102,104.85149
69.0,69,105.025492
66.0,66,105.153491
25.0,25,105.214493
39.0,39,105.306494
47.0,47,105.412489
97.0,97,105.596484
11.0,11,105.627495
121.0,121,105.876501
12.0,12,105.896501
110.0,110,106.109494
30.0,30,106.170492
92.0,92,106.377491
101.0,101,106.581492
45.0,45,106.672502
14.0,14,106.7065
27.0,27,106.763488
114.0,114,107.010493
23.0,23,107.063491
115.0,115,107.29549
129.0,129,107.592485
25.0,25,107.641495
54.0,54,107.757489
94.0,94,107.956492
113.0,113,108.216491
14.0,14,108.245492
131.0,131,108.552494
169.0,169,108.939491
116.0,116,109.17855
18.0,18,109.209554
18.0,18,109.239554
142.0,142,109.545553
25.0,25,109.59456
10.0,10,109.632555
110.0,110,109.830555
73.0,73,110.007558
124.0,124,110.274422
107.0,107,110.564641
96.0,96,110.740093
104.0,104,110.982388
70.0,70,111.152233
115.0,115,111.384665
12.0,12,111.408194
32.0,32,111.494423
19.0,19,111.540402
118.0,118,111.822172
50.0,50,111.923171
114.0,114,112.186169
58.0,58,112.302165
17.0,17,112.329175
136.0,136,112.606169
18.0,18,112.646172
69.0,69,112.789167
20.0,20,112.839171
123.0,123,113.086183
71.0,71,113.242173
120.0,120,113.515166
115.0,115,113.74417
65.0,65,113.876169
119.0,119,114.126172
28.0,28,114.194174
73.0,73,114.351169
19.0,19,114.38917
49.0,49,114.498168
123.0,123,114.768172
53.0,53,114.884172
10.0,10,114.901172
18.0,18,114.94817
120.0,120,115.221169
15.0,15,115.248179
110.0,110,115.483164
137.0,137,115.804172
40.0,40,115.886174
91.0,91,116.063172
133.0,133,116.301172
12.0,12,116.339174
123.0,123,116.601172
109.0,109,116.858662
111.0,111,117.101384
15.0,15,117.148964
125.0,125,117.474122
15.0,15,117.505707
12.0,12,117.526253
23.0,23,117.591091
13.0,13,117.616137
89.0,89,117.810155
11.0,11,117.829711
75.0,75,118.004026
97.0,97,118.225754
34.0,34,118.321548
57.0,57,118.442555
150.0,150,118.77127
129.0,129,119.085972
122.0,122,119.346031
107.0,107,119.576047
59.0,59,119.711038
118.0,118,119.948034
118.0,118,120.208038
58.0,58,120.325043
68.0,68,120.515048
41.0,41,120.591096
9.0,9,120.60807
140.0,140,120.932406
78.0,78,121.141634
130.0,130,121.407877
131.0,131,121.685025
10.0,10,121.702995
127.0,127,121.951001
67.0,67,122.111012
42.0,42,122.189003
82.0,82,122.376995
46.0,46,122.488003
22.0,22,122.547004
122.0,122,122.821999
35.0,35,122.895005
94.0,94,123.125
130.0,130,123.468002
33.0,33,123.536996
114.0,114,123.780003
151.0,151,124.127002
15.0,15,124.172002
78.0,78,124.345997
67.0,67,124.475002
111.0,111,124.728006
39.0,39,124.796002
19.0,19,124.841004
109.0,109,125.094998
109.0,109,125.339997
32.0,32,125.421007
106.0,106,125.666999
104.0,104,125.875014
93.0,93,126.104
38.0,38,126.184999
117.0,117,126.424002
62.0,62,126.569003
120.0,120,126.841002
127.0,127,127.132002
108.0,108,127.325996
56.0,56,127.429003
121.0,121,127.681002
48.0,48,127.779001
122.0,122,128.027002
91.0,91,128.226999
19.0,19,128.276998
96.0,96,128.481047
111.0,111,128.716002
79.0,79,128.894002
106.0,106,129.128017
151.0,151,129.402089
43.0,43,129.492095
117.0,117,129.731087
100.0,100,129.930092
112.0,112,130.168091
112.0,112,130.400095
21.0,21,130.442093
71.0,71,130.599087
103.0,103,130.840093
34.0,34,130.916095
132.0,132,131.214103
72.0,72,131.351103
18.0,18,131.385093
129.0,129,131.65809
111.0,111,131.878103
57.0,57,131.996088
117.0,117,132.212094
18.0,18,132.238104
141.0,141,132.552293
26.0,26,132.604291
44.0,44,132.700289
51.0,51,132.803282
157.0,157,133.121283
118.0,118,133.428391
186.0,186,133.831303
149.0,149,134.230234
73.0,73,134.403239
148.0,148,134.733522
76.0,76,134.926722
65.0,65,135.07451
124.0,124,135.376666
46.0,46,135.485838
126.0,126,135.779799
134.0,134,136.114909
132.0,132,136.393525
110.0,110,136.667696
90.0,90,136.863875
54.0,54,137.003714
19.0,19,137.048793
19.0,19,137.109004
127.0,127,137.462832
126.0,126,137.767852
126.0,126,138.078813
39.0,39,138.213175
68.0,68,138.362554
136.0,136,138.699428
14.0,14,138.730487
123.0,123,139.05583
126.0,126,139.324044
127.0,127,139.637599
113.0,113,139.883625
53.0,53,140.018326
115.0,115,140.292066
72.0,72,140.462604
85.0,85,140.705344
75.0,75,140.891443
91.0,91,141.12035
106.0,106,141.347037
105.0,105,141.572035
128.0,128,141.861377
50.0,50,141.951849
107.0,107,142.179513
109.0,109,142.443007
115.0,115,142.733626
117.0,117,143.012559
106.0,106,143.251015
50.0,50,143.358071
88.0,88,143.611406
119.0,119,143.919757
13.0,13,143.975339
81.0,81,144.244461
125.0,125,144.642916
133.0,133,144.99594
110.0,110,145.316239
53.0,53,145.428991
29.0,29,145.504133
14.0,14,145.532682
122.0,122,145.849477
76.0,76,146.054065
115.0,115,146.327909
37.0,37,146.403645
45.0,45,146.535855
111.0,111,146.81194
134.0,134,147.155238
123.0,123,147.473375
122.0,122,147.832392
105.0,105,148.051055
13.0,13,148.087842
45.0,45,148.216046
39.0,39,148.291732
102.0,102,148.568953
58.0,58,148.689689
133.0,133,148.998688
129.0,129,149.27877
105.0,105,149.511764
122.0,122,149.768766
111.0,111,150.002762
119.0,119,150.253766
65.0,65,150.400764
131.0,131,150.683765
106.0,106,150.889776
129.0,129,151.218762
122.0,122,151.482768
114.0,114,151.771764
38.0,38,151.845766
118.0,118,152.09277
109.0,109,152.310765
114.0,114,152.581761
13.0,13,152.600761
56.0,56,152.725768
115.0,115,152.980761
73.0,73,153.14676
55.0,55,153.25576
105.0,105,153.497771
92.0,92,153.698766
124.0,124,153.949759
64.0,64,154.089763
112.0,112,154.309761
43.0,43,154.404775
10.0,10,154.424761
120.0,120,154.715572
132.0,132,155.004703
127.0,127,155.287397
142.0,142,155.644841
113.0,113,155.916501
113.0,113,156.156398
45.0,45,156.265404
106.0,106,156.513439
115.0,115,156.743408
55.0,55,156.864393
119.0,119,157.140408
194.0,194,157.523396
108.0,108,157.757391
24.0,24,157.819394
141.0,141,158.046391
88.0,88,158.118388
110.0,110,158.273392
114.0,114,158.376397
13.0,13,158.386397
134.0,134,158.506388
104.0,104,158.614388
109.0,109,158.722388
124.0,124,158.844387
22.0,22,158.86239
96.0,96,158.969392
107.0,107,159.087391
110.0,110,159.187431
105.0,105,159.293431
103.0,103,159.39343
130.0,130,159.522436
114.0,114,159.641437
108.0,108,159.750431
110.0,110,159.875432
37.0,37,159.917437
13.0,13,159.929436
121.0,121,160.090436
108.0,108,160.317436
115.0,115,160.573437
113.0,113,160.832431
102.0,102,161.035435
91.0,91,161.222433
111.0,111,161.481437
118.0,118,161.736435
129.0,129,162.010036
130.0,130,162.293266
113.0,113,162.561721
109.0,109,162.848982
114.0,114,163.117045
107.0,107,163.373436
118.0,118,163.6904
40.0,40,163.78307
116.0,116,164.053882
115.0,115,164.35392
105.0,105,164.615927
74.0,74,164.790438
111.0,111,165.0694
111.0,111,165.302769
53.0,53,165.434134
126.0,126,165.727642
107.0,107,166.013422
106.0,106,166.235423
117.0,117,166.482419
113.0,113,166.746423
115.0,115,167.087991
115.0,115,167.394251
131.0,131,167.776983
142.0,142,168.113603
89.0,89,168.337296
120.0,120,168.650308
112.0,112,168.949872
118.0,118,169.220253
109.0,109,169.493408
12.0,12,169.518933
102.0,102,169.801893
127.0,127,170.103039
116.0,116,170.405829
116.0,116,170.662964
113.0,113,170.920018
103.0,103,171.179028
112.0,112,171.484107
108.0,108,171.773315
105.0,105,172.025458
84.0,84,172.216063
85.0,85,172.409493
95.0,95,172.631587
113.0,113,172.916147
112.0,112,173.180263
117.0,117,173.535172
107.0,107,173.771773
96.0,96,174.008092
107.0,107,174.235234
125.0,125,174.495701
106.0,106,174.755914
108.0,108,175.003777
112.0,112,175.231778
98.0,98,175.44677
106.0,106,175.690766
109.0,109,175.929763
158.0,158,176.311765
130.0,130,176.600764
105.0,105,176.813758
135.0,135,177.133767
127.0,127,177.432775
103.0,103,177.674762
108.0,108,177.961766
139.0,139,178.270765
108.0,108,178.529766
105.0,105,178.783761
107.0,107,179.039776
112.0,112,179.289837
103.0,103,179.524836
106.0,106,179.803831
25.0,25,179.866836
74.0,74,180.047837
112.0,112,180.339837
20.0,20,180.378836
128.0,128,180.706832
34.0,34,180.793841
131.0,131,181.096839
119.0,119,181.44499
111.0,111,181.817493
98.0,98,182.069778
125.0,125,182.411963
113.0,113,182.742784
99.0,99,183.01506
144.0,144,183.40309
121.0,121,183.724903
164.0,164,184.197363
119.0,119,184.508628
122.0,122,184.811315
124.0,124,185.115307
134.0,134,185.415311
131.0,131,185.696315
119.0,119,185.98231
133.0,133,186.247308
141.0,141,186.568313
112.0,112,186.848309
111.0,111,187.090315
123.0,123,187.341315
190.0,190,187.793314
112.0,112,188.055314
166.0,166,188.429314
106.0,106,188.684309
102.0,102,188.927323
103.0,103,189.154858
134.0,134,189.452384
109.0,109,189.686385
164.0,164,190.042382
106.0,106,190.320385
154.0,154,190.649381
110.0,110,190.909386
141.0,141,191.244383
200.0,200,191.706388
131.0,131,192.06151
78.0,78,192.251335
152.0,152,192.679497
108.0,108,192.954023
154.0,154,193.354627
104.0,104,193.62388
75.0,75,193.807421
97.0,97,194.051545
118.0,118,194.341792
117.0,117,194.632387
106.0,106,194.878986
112.0,112,195.144979
133.0,133,195.459979
164.0,164,195.822986
120.0,120,196.109985
121.0,121,196.392987
192.0,192,196.908991
116.0,116,197.189987
117.0,117,197.513981
117.0,117,197.816498
146.0,146,198.158499
100.0,100,198.404494
137.0,137,198.740496
105.0,105,198.972494
112.0,112,199.249582
106.0,106,199.493574
108.0,108,199.766575
117.0,117,200.050571
107.0,107,200.302575
115.0,115,200.532575
124.0,124,200.848574
117.0,117,201.141575
111.0,111,201.416571
138.0,138,201.829663
111.0,111,202.140674
119.0,119,202.497661
106.0,106,202.771665
134.0,134,203.115662
111.0,111,203.434662
119.0,119,203.746667
140.0,140,204.114663
104.0,104,204.364657
127.0,127,204.681663
110.0,110,204.919664
124.0,124,205.296298
121.0,121,205.615286
151.0,151,205.964326
112.0,112,206.255054
114.0,114,206.517981
136.0,136,206.850104
166.0,166,207.273519
116.0,116,207.608387
114.0,114,207.915049
111.0,111,208.225046
114.0,114,208.537049
118.0,118,208.849044
135.0,135,209.180682
191.0,191,209.685679
125.0,125,210.000692
140.0,140,210.357684
138.0,138,210.69905
188.0,188,211.181143
135.0,135,211.600551
263.0,263,212.296843
130.0,130,212.686851
104.0,104,212.925838
159.0,159,213.370842
114.0,114,213.695843
108.0,108,214.02284
133.0,133,214.430842
139.0,139,214.837839
131.0,131,215.174841
141.0,141,215.51184
136.0,136,215.839841
139.0,139,216.212392
113.0,113,216.507455
106.0,106,216.781527
127.0,127,217.104722
127.0,127,217.40381
160.0,160,217.790192
166.0,166,218.201739
116.0,116,218.496052
150.0,150,218.868483
138.0,138,219.203584
137.0,137,219.544082
278.0,278,220.265367
108.0,108,220.516134
140.0,140,220.893439
137.0,137,221.186294
122.0,122,221.428301
171.0,171,221.858291
112.0,112,222.08229
119.0,119,222.343301
147.0,147,222.748291
127.0,127,222.912285
132.0,132,223.062285
114.0,114,223.168282
168.0,168,223.400283
115.0,115,223.509286
121.0,121,223.667285
120.0,120,223.799284
119.0,119,223.920289
123.0,123,224.052283
128.0,128,224.213286
149.0,149,224.388285
124.0,124,224.506287
111.0,111,224.637284
125.0,125,224.777287
119.0,119,225.034291
143.0,143,225.3833
133.0,133,225.680289
123.0,123,225.948225
131.0,131,226.321041
117.0,117,226.669628
141.0,141,227.069429
156.0,156,227.471061
124.0,124,227.807346
344.0,344,228.725008
170.0,170,229.160444
127.0,127,229.469989
127.0,127,229.769996
109.0,109,230.094862
156.0,156,230.487867
106.0,106,230.773227
140.0,140,231.158155
125.0,125,231.436777
123.0,123,231.764642
249.0,249,232.356523
129.0,129,232.661121
123.0,123,233.034663
117.0,117,233.302012
131.0,131,233.631023
130.0,130,234.014719
162.0,162,234.476988
112.0,112,234.778484
140.0,140,235.135274
106.0,106,235.403408
145.0,145,235.750451
129.0,129,236.062137
194.0,194,236.52701
137.0,137,236.864389
111.0,111,237.137027
109.0,109,237.438861
116.0,116,237.739937
120.0,120,238.045084
114.0,114,238.40312
118.0,118,238.758925
125.0,125,239.124024
127.0,127,239.462099
129.0,129,239.804098
113.0,113,240.104094
183.0,183,240.507102
106.0,106,240.747108
162.0,162,241.1431
181.0,181,241.5441
113.0,113,241.822079
126.0,126,242.17066
120.0,120,242.507851
173.0,173,242.994175
129.0,129,243.403303
121.0,121,243.703341
131.0,131,244.047827
95.0,95,244.303644
160.0,160,244.730362
155.0,155,245.122928
186.0,186,245.598442
166.0,166,246.042693
108.0,108,246.34203
180.0,180,246.818511
138.0,138,247.192634
113.0,113,247.516941
121.0,121,247.827259
136.0,136,248.188757
129.0,129,248.511761
128.0,128,248.866758
107.0,107,249.124771
131.0,131,249.436828
102.0,102,249.648861
118.0,118,249.975834
123.0,123,250.24984
132.0,132,250.564834
109.0,109,250.793831
219.0,219,251.30183
164.0,164,251.63883
109.0,109,251.877832
208.0,208,252.34585
106.0,106,252.599997
113.0,113,252.869995
96.0,96,253.13099
194.0,194,253.644994
110.0,110,253.914995
126.0,126,254.236003
112.0,112,254.499999
121.0,121,254.777996
126.0,126,255.109006
109.0,109,255.344996
125.0,125,255.627992
114.0,114,255.899991
118.0,118,256.198995
107.0,107,256.430995
116.0,116,256.687995
97.0,97,256.909996
118.0,118,257.217996
113.0,113,257.510001
102.0,102,257.782995
104.0,104,258.050999
114.0,114,258.370147
111.0,111,258.695725
128.0,128,258.998112
112.0,112,259.288035
112.0,112,259.57565
102.0,102,259.866751
116.0,116,260.125801
103.0,103,260.388415
116.0,116,260.706598
96.0,96,260.96541
100.0,100,261.23444
116.0,116,261.505013
109.0,109,261.828521
118.0,118,262.093261
131.0,131,262.432432
107.0,107,262.743012
106.0,106,263.01063
104.0,104,263.282236
97.0,97,263.592926
91.0,91,263.836583
97.0,97,264.088748
109.0,109,264.345047
95.0,95,264.607651
131.0,131,264.96407
141.0,141,265.356111
117.0,117,265.613691
136.0,136,265.970759
101.0,101,266.182358
113.0,113,266.448138
152.0,152,266.896206
132.0,132,267.189881
132.0,132,267.521878
131.0,131,267.812887
120.0,120,268.094884
185.0,185,268.534887
160.0,160,268.891894
302.0,302,269.603962
126.0,126,269.888961
126.0,126,270.192953
145.0,145,270.538971
132.0,132,270.85596
165.0,165,271.222952
114.0,114,271.462958
134.0,134,271.780959
